PN,PNnoun,CorpName
233U3202-1304,"MODULE, ELECT./STANDBY POWER/APU START",BAE SYSTEMS
233U3202-304,"MODULE, ELECT./STANDBY POWER/APU START",BAE SYSTEMS
10-1070-130,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1071-115,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1072-101,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1005-258,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-36,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-61,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1007-29,"LIGHT, FLUORESCENT WINDOW",HONEYWELL
10-1070-105,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1071-105,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1072-121,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1073-102H,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
2587317-355,"INDICATOR , GYROSYN COMPASS",HONEYWELL
3282812-3,"SWITCH, LIMIT",HONEYWELL
4034237-905,SERVO DRIVE ASSY,HONEYWELL
4034240-906,"PANEL, VHF/NAV CONTROL",HONEYWELL
4034240-906,"PANEL, VHF/NAV CONTROL",HONEYWELL
4034242-917,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4034242-974,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4034559-908,"INDICATOR, RDMI",HONEYWELL
4034559-911,"INDICATOR, DISTANCE/BEARING",HONEYWELL
4038930-906,"INDICATOR, HORIZONTAL SITUATION",HONEYWELL
4039891-906,"INDICATOR, MACH/AIRSPEED",HONEYWELL.
4051601-935,"PANEL, MODE CONTROL",HONEYWELL
4051601-936,"PANEL, MODE CONTROL",HONEYWELL
7014332-918,"CONTROLLER, BEZEL",HONEYWELL
7014332-951,"CONTROLLER, BEZEL",HONEYWELL
7016986-102,"CONTROLLER, DISPLAY",HONEYWELL
7016986-110,"CONTROLLER, DISPLAY",HONEYWELL
7016986-209,"CONTROLLER, DISPLAY",HONEYWELL
7016986-210,"CONTROLLER, DISPLAY",HONEYWELL
7016986-213,"CONTROLLER, DISPLAY",HONEYWELL
7016986-221,"CONTROLLER, DISPLAY",HONEYWELL
7016986-226,"CONTROLLER, DISPLAY",HONEYWELL
7016986-228,"CONTROLLER, DISPLAY",HONEYWELL
7016986-607,"CONTROLLER, DISPLAY",HONEYWELL
7016986-716,"CONTROLLER, DISPLAY",HONEYWELL
4236-13,"STRIKE, ELECTRIC ASSY",ADAMS RITE
426HE13-8,SWITCH,HONEYWELL
9527102-501,"MODULE ASSY, PILOT CONTROL",BOMBARDIER
961-5046-004,"CONTROLLER, WINDSHIELD TEMP.",HONEYWELL
968214-6,"VALVE, RELIEF",HONEYWELL
9693-11-1,STARTER,ADAMS RITE
9693-15-1,STARTER,ADAMS RITE
9693-17-1,STARTER,ADAMS RITE
9693-19-3,STARTER,ADAMS RITE
975-0002-002,"SWITCH, THERMAL",HONEYWELL
975-0004-001,"SWITCH, TEMP",HONEYWELL
975-0116-001,"SWITCH, THERMAL",HONEYWELL
975-0172-007,"SWITCH, THERMAL",HONEYWELL
9756--7-1,"FAUCET, DUAL/SINGLE WATER TEMP.",ADAMS RITE
9756-29,"FAUCET, DUAL/SINGLE WATER TEMP.",ADAMS RITE
15-0069-5,SPOTLIGHT,HONEYWELL
15-0103-1,"LIGHT, DOME ASSY",HONEYWELL.
15-0188-19,"LIGHT, DOME",HONEYWELL.
15-0299-13,"LIGHT, COCKPIT",HONEYWELL
15-0306-1,"LIGHT, CARGO FREIGHTER CEILING",HONEYWELL
15-0306-7,"LIGHT, CARGO FREIGHTER CEILING",HONEYWELL
15-0712-11,FLOODLIGHT,HONEYWELL
15-0714-5,"LIGHT, MAP READING",HONEYWELL
400220-2,"VALVE, MANUAL SELECTOR",ADAMS RITE
400265,"CLOCK, MECHANICAL",WALTHAMN
4005123-901,"INDICATOR, ALTIMETER BAROMETRIC",HONEYWELL
4016341-902,"IND., BARO. ALTITUDE",HONEYWELL
4019700-903,"INDICATOR, ATTITUDE DIRECTOR",HONEYWELL
4019953-905,"INDICATOR, BAROMETRIC ALTITUDE",HONEYWELL
4024130-904,"IND., RAM AIR TEMP./THRUST RATING",HONEYWELL
4026206-901,"CONTROLLER, INST. REMOTE",HONEYWELL
4026206-907,"CONTROLLER, INST. REMOTE",HONEYWELL
4026206-940,"CONTROLLER, INST. REMOTE",HONEYWELL
4030949-935,"PANEL, CONTROL",HONEYWELL
4031609-905,"INDICATOR, TAS/TEMP",HONEYWELL
7001182-909,"INDICATOR, ATTITUDE DIRECTOR",HONEYWELL
7001182-916,"INDICATOR, ATTITUDE DIRECTOR",HONEYWELL
7002260-701,"SERVO, DRIVE ASSY",HONEYWELL
7002260-713,"SERVO, DRIVE ASSY",HONEYWELL
7002260-902,"SERVO, DRIVE ASSY",HONEYWELL
7002260-933,"SERVO, DRIVE ASSY",HONEYWELL
7002638-906,"INDICATOR, TAS/TEMP",HONEYWELL
7008471-202,"CONTROLLER, WEATHER RADAR",HONEYWELL
851AH,"TUBE, PITOT",GOODRICH
851T,"TUBE, PITOT",GOODRICH
865-0000923,"PANEL, INTEGRATED SWITCH AND DISPLAY",HONEYWELL
65-24917-259,"UNIT, AUTOPILOT ACCESSORY ",BAE SYSTEMS
65-24917-271,"UNIT, APU CONTROL",BAE SYSTEMS
65-24917-295,"UNIT, AUTOPILOT ACCESSORY ",BAE SYSTEMS
65-24917-346,"UNIT, AUTOPILOT ACCESSORY ",BAE SYSTEMS
65-24917-355,"UNIT, AUTOPILOT ACCESSORY ",BAE SYSTEMS
65-24917-376,"UNIT, AUTOPILOT ACCESSORY ",BAE SYSTEMS
65-52801-33,"UNIT, APU CONTROL ",BAE SYSTEMS
65-52804-109,"UNIT, AUDIO ACCESSORY ",BAE SYSTEMS
251T2010-9,"CONTROL, ELEVATOR POSITION",BAE SYSTEMS
251U1013-3,"TRANSMITTER, POSITION ASSY",BAE SYSTEMS
254N1184-3,A/T MICROSWITCH,BAE SYSTEMS
65-52804-87MODA,"UNIT, AUDIO ACCESSORY ",BAE SYSTEMS
65-52805-272,"UNIT, FLIGHT INSTR ACCY",BAE SYSTEMS
65-52805-289,"UNIT, FLIGHT INSTR ACCY",BAE SYSTEMS
65-52806-291,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-320,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-344,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-385,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52806-390,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52806-421 MOD A,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52807-26 MOD A,"UNIT, FLAP/SLAT POSITION",BAE SYSTEMS
65-52807-39,"UNIT, FLAP/SLAT POSITION",BAE SYSTEMS
65-52808-6 MOD BD,"UNIT, COMPARTMENT OVERHEAT",BAE SYSTEMS
1302,"PANEL, WING/ENG. ANTI-ICE CONTROL",BAE SYSTEMS
233N3209-313,"PANEL, ELECTRICAL SYSTEM ASSY",BAE SYSTEMS
233N3211-1041,"PANEL, BATTERY/STANDBY POWER",BAE SYSTEMS
233N3211-1308,"PANEL, BATTERY/STANDBY POWER",BAE SYSTEMS
233N3211-1312,"PANEL, BATTERY POWER",BAE SYSTEMS
233N3211-313,"PANEL, BATTERY/STANDBY POWER",BAE SYSTEMS
233N3214-300,"PANEL, LIGHTING CONTROL ASSY",BAE SYSTEMS
233N3214-31,"PANEL, LIGHTING CONTROL ASSY",BAE SYSTEMS
233N3214-31,"PANEL, LIGHTING CONTROL ASSY",BAE SYSTEMS
233N3214-31,"PANEL, LIGHTING CONTROL ASSY",BAE SYSTEMS
233N3214-38,"PANEL, LIGHTING CONTROL ASSY",BAE SYSTEMS
233N3214-41,"PANEL, LIGHTING CONTROL ASSY",BAE SYSTEMS
233N3215-1009,"PANEL, BLEED AIR",BAE SYSTEMS
233N3215-1016,"PANEL, BLEED AIR",BAE SYSTEMS
233N3215-9,"PANEL, BLEED AIR",BAE SYSTEMS
233N3217-19,"PANEL, A/C CONTROL ASSY",BAE SYSTEMS
233N3221-313,"PANEL, RIGHT LIGHTING CONTROL",BAE SYSTEMS
233N3221-34,"PANEL, RIGHT LIGHTING CONTROL",BAE SYSTEMS
233N3221-44,"PANEL, RIGHT LIGHTING CONTROL",BAE SYSTEMS
233N3221-57,"PANEL, RIGHT LIGHTING CONTROL",BAE SYSTEMS
233N3221-72,"PANEL, RIGHT LIGHTING CONTROL",BAE SYSTEMS
233N3221-84,"PANEL, RIGHT LIGHTING CONTROL",BAE SYSTEMS
233N3221-90,"PANEL, RIGHT LIGHTING CONTROL",BAE SYSTEMS
233N3223-1016,"PANEL, ENGINE START/RAT ASSY",BAE SYSTEMS
233N3223-1029,"PANEL, ENGINE START/RAT ASSY",BAE SYSTEMS
233N3223-32,"PANEL, ENGINE START/RAT ASSY",BAE SYSTEMS
233N6203-1009,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1163,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1164,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
65-52811-118,"UNIT, LANDING GEAR ASSY",BAE SYSTEMS
65-52811-146,"UNIT, LANDING GEAR ASSY",BAE SYSTEMS
65-52811-151,"UNIT, LANDING GEAR ASSY",BAE SYSTEMS
65-52811-74,"UNIT, LANDING GEAR ASSY",BAE SYSTEMS
65-52812-231,"UNIT, AUTOPILOT ASSY",BAE SYSTEMS
65-52812-74,"ACCY UNIT, AUTOPILOT",BAE SYSTEMS
65-52819-25,"UNIT, DIGITAL/STALL WARNG. COMP.",BAE SYSTEMS
65-54499-12,"MODULE, AURAL WARNING ",BAE SYSTEMS
65-60209-14,"UNIT, ENGINE FIRE DETECTION",BAE SYSTEMS
65-60211-11 MOD A,"UNIT, LANDING GEAR",BAE SYSTEMS
65-60211-25,"UNIT, LANDING GEAR",BAE SYSTEMS
65-60211-45,"UNIT, LANDING GEAR",BAE SYSTEMS
233N6203-1219,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1302,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1340,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1344,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1352,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1385,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1413,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-163,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-303,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-7,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6252-15,"PANEL, ELECTRICAL SYSTEM ASSY",BAE SYSTEMS
AR4714-7,"STRIKE, ELECTRICALLY OPERATED",ADAMS RITE
0123FA2,"DETECTOR, LOW FLOW",GOODRICH
0154DN,"SENSOR, TEMP.",GOODRICH
020-016-015,"TRANSMITTER, FUEL QTY",PARKER
10-1005-248,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-249,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-254,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-280,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-48,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-49,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1007-19,"LIGHT, FLUORESCENT WINDOW",HONEYWELL
10-1007-27,"LIGHT, FLUORESCENT WINDOW",HONEYWELL
10-1037-1,"FLOODLIGHT, ATTANDANT",HONEYWELL
10-1071-107,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1072-107,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1073-102A,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-10741-1A,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL
10-10741-52C,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL
1954355-4-SB1,"CONTROL, AUTO THROTTLE",HONEYWELL
4034234-901,"PANEL, ANNUNCIATOR",HONEYWELL
4034237-907,SERVO DRIVE ASSY,HONEYWELL
4034242-996,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4039893-903,"INDICATOR, VERTICAL SPEED",HONEYWELL
4041497-904,"INDICATOR, HSI",HONEYWELL
7014332-913,"CONTROLLER, BEZEL",HONEYWELL
7014332-942,"CONTROLLER, BEZEL",HONEYWELL
7016986-112,"CONTROLLER, DISPLAY",HONEYWELL
7016986-114,"CONTROLLER, DISPLAY",HONEYWELL
7016986-119,"CONTROLLER, DISPLAY",HONEYWELL
7016986-207,"CONTROLLER, DISPLAY",HONEYWELL
7016986-215,"CONTROLLER, DISPLAY",HONEYWELL
7016986-505,"CONTROLLER, DISPLAY",HONEYWELL
7016986-614,"CONTROLLER, DISPLAY",HONEYWELL
7016986-615,"CONTROLLER, DISPLAY",HONEYWELL
7016986-702,"CONTROLLER, DISPLAY",HONEYWELL
7016986-712,"CONTROLLER, DISPLAY",HONEYWELL
 2117402-11,"UNIT, AUX PWR CONT.",HONEYWELL
130476-8,"PANEL, CABIN AIR PRESSURE SEL.",HONEYWELL
30983-262,ELECTROVALVE,GOODRICH
31-7760-3,LAMP ASSY,HONEYWELL
398724-1-2,"VALVE, 3 INCH",HONEYWELL
3B41-1B,"UNIT, ELECTRICAL LOAD CONTROL",HONEYWELL
3E2554-2,"DETECTOR, SMOKE",GOODRICH
40-0100-19,"LIGHT, TANDEM OSCILLATING AIRCRAFT NAV.",HONEYWELL
72605371-1,"PWR SUPPLY, STEPDOWN-CONVERTER CABLE",HONEYWELL
90-0205-3,"WIPER, WINDSHIELD GEARCASE",HONEYWELL
90-0216-4,"WINDSHIELD WIPER, DRIVE ARM ASSY",HONEYWELL
C24752000-1,"SWITCH, PRESSURE",GOODRICH
0154CY,"SENSOR, TEMP.",GOODRICH
0154HY,"SENSOR, ENGINE INLET PRESS. TEMP.",GOODRICH
018-2141-3,"TRANSMITTER, PRESSURE HYDRAULIC",HONEYWELL
020-016-033,"TRANSMITTER, FUEL QTY",PARKER
020-016-040,"TRANSMITTER, FUEL QTY",PARKER
30-100-12,"CLOCK, ELECTRONIC CHRONOMETER",HONEYWELL.
30-1098-3,"LIGHT, STROBE ANTICOLLISION",HONEYWELL.
30-1401-1,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL
30-1401-11,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL
30-1526-3,"LIGHT, STROBE ANTICOLLISION",HONEYWELL.
30-1526-3,"LIGHT, STROBE ANTICOLLISION",HONEYWELL.
30-1637-2,"LIGHT, WING ILLUMINATION",HONEYWELL
30-1768-3,"LIGHT, AFT GROUND",HONEYWELL.
30-2041-3,"LIGHT, FORWARD DOOR SLIDE GROUND ILLUMINATION",HONEYWELL
30-2300-3,"LIGHT, INTEGRATED WINGTIP NAV",HONEYWELL
30-2335-3,"LIGHT, ANTI-COLLISION STROBE",HONEYWELL.
30-2529-4,"LIGHT, EMERGENCY OVERWING ESCAPE",HONEYWELL
30-2671-7,"FLOODLIGHT, ENGINE NACELLE",HONEYWELL
30-2672-1,"FLOODLIGHT, WING INSPECTION",HONEYWELL
45-0123-3,"LIGHT, RETRACTABLE LANDING",HONEYWELL
45-0351-2,"LIGHT, RETRACTABLE LANDING",HONEYWELL
45-0351-5,"LIGHT, RETRACTABLE LANDING",HONEYWELL
801240-1,"FAN, VANEAXIAL",HONEYWELL
EM91-79,"VALVE, SHUTOFF BALL",CIRCLE SEAL CONTROLS
15-0007-137,"LIGHT, COCKPIT UTILITY",HONEYWELL.
15-0007-43,"LIGHT, COCKPIT UTILITY",HONEYWELL.
15-0306-3,"LIGHT, CARGO FREIGHTER CEILING",HONEYWELL
15-0714-1,"LIGHT, MAP READING",HONEYWELL
3215622-2,"PRESS REG, VALVE",HONEYWELL
4005123-903,"INDICATOR, ALTIMETER BAROMETRIC",HONEYWELL
4013013-909,"INDICATOR, VERTICAL",HONEYWELL
4014879-901,"INDICATOR, RMI",HONEYWELL
233N7509-6,"PANEL, EICAS MAINTENANCE",BAE SYSTEMS
233T3100-126,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
233T3100-144,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
233T3100-160,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
233T3100-160,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
69-37335-2124,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-314,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-359,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-364,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-51,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-58,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-93,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37338-34,"MODULE, AUXILIARY VERTICAL",BAE SYSTEMS
233N6203-1193,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1202,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1226,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-129,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1301,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1349,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1359,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1360,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1382,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1400,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-171,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-174,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-191,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-203,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-305,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-357,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-360,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N7506-1,"PANEL, SQUIB TEST ASSY",BAE SYSTEMS
233T3100-128,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
233T3100-149,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
69-37335-304,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-310,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-320,"MODULE, FUEL SYSTEM",BAE SYSTEMS
251U1013-1,"TRANSMITTER, POSITION ASSY",BAE SYSTEMS
253T7122-5,"RESOLVER, ASSY",BAE SYSTEMS
253U5900-15,"ASSY, MODULE",BAE SYSTEMS
65-52804-75,"UNIT, AUDIO ACCESSORY ",BAE SYSTEMS
65-52805-234,"UNIT, FLIGHT INSTRUMENT",BAE SYSTEMS
65-52805-287,"UNIT, FLIGHT INSTRUMENT",BAE SYSTEMS
65-52805-319,"UNIT, FLIGHT INSTRUMENT",BAE SYSTEMS
65-52805-405,"UNIT, FLIGHT INSTRUMENT ASSY",BAE SYSTEMS
65-52805-421,"UNIT, FLIGHT INSTRUMENT ASSY",BAE SYSTEMS
65-52805-98,"UNIT, FLIGHT INSTR ACCY",BAE SYSTEMS
65-52806-293,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-342,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-445,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-460,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52806-484,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52807-37,"UNIT, FLAP/SLAT POSITION",BAE SYSTEMS
65-52807-65,"UNIT, FLAP/SLAT POSITION",BAE SYSTEMS
116A1510-3,"LENS, LANDING/TAXI LIGHT ASSY",BAE SYSTEMS
285U0255-28,"INTERPHONE, CABIN ASSEMBLY",BAE SYSTEMS
285U0255-67,"INTERPHONE, CABIN ASSEMBLY",BAE SYSTEMS
285U0256-10,"PANEL, CONTROL",BAE SYSTEMS
285U0297-19,"CRADLE, CABIN INTERPHONE ASSY",BAE SYSTEMS
285U0297-20,"CRADLE, CABIN INTERPHONE ASSY",BAE SYSTEMS
285U0297-3,"CRADLE, CABIN INTERPHONE ASSY",BAE SYSTEMS
285U0297-53,"CRADLE, CABIN INTERPHONE ASSY",BAE SYSTEMS
285W0114-5,"PANEL, RADIO TUNING",BAE SYSTEMS
287T6205-17,"HARNESS, WIRE ASSY",BAE SYSTEMS
60B92017-2,"IND., FUEL QTY REPEATER",ONTIC
69-37314-45,"MODULE, A/C SYSTEM GEN.",BAE SYSTEMS
69-37314-53,"MODULE, AC SYSTEM GEN./APU ASSY",BAE SYSTEMS
69-37315-106,"MODULE, GEN DRIVE/STAND PWR",BAE SYSTEMS
69-37315-303,"MODULE, GEN DRIVE/STAND PWR",BAE SYSTEMS
69-37315-47,"MODULE, GEN DRIVE/STAND PWR",BAE SYSTEMS
69-37315-67,"MODULE, GEN DRIVE/STAND PWR",BAE SYSTEMS
69-37315-82,"MODULE, GEN DRIVE/STAND PWR",BAE SYSTEMS
69-37317-29,"MODULE, HYDRAULIC",BAE SYSTEMS
69-37317-40,"MODULE, HYDRAULIC",BAE SYSTEMS
69-37317-40,"MODULE, HYDRAULIC",BAE SYSTEMS
69-37317-50,"MODULE, HYDRAULIC",BAE SYSTEMS
69-37317-50,"MODULE, HYDRAULIC",BAE SYSTEMS
69-37317-86,"MODULE, HYDRAULIC",BAE SYSTEMS
69-37319-137,"MODULE, AIR CONDITIONING",BAE SYSTEMS
69-37319-192,"MODULE, AIR CONDITIONING",BAE SYSTEMS
69-37319-303,"MODULE, AIR CONDITIONING",BAE SYSTEMS
69-37319-308,"MODULE, AIR CONDITIONING",BAE SYSTEMS
233T3245-301,"PANEL, FWD CARGO A/C VENT",BAE SYSTEMS
233T3245-7,"PANEL, FWD CARGO A/C VENT",BAE SYSTEMS
233T4252-1,"PANEL, HF COMM-CW JACK",BAE SYSTEMS
233T6100-49,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233T6100-9,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233T6201-301,"PANEL, AILERON RUDDER TRIM",BAE SYSTEMS
233T6204-16,"PANEL, FIRE/OVERHEAT TEST",BAE SYSTEMS
233T7218-302,"PANEL, FIRST OFFICER LIGHTING CONTROL",BAE SYSTEMS
233U3100-310,"MODULE, FIRE EXTINGUISH ENG/APU/CARGO",BAE SYSTEMS
233U3202-20,"MODULE, ELECT./STANDBY POWER/APU START",BAE SYSTEMS
233U3202-29,"MODULE, ELECT./STANDBY POWER/APU START",BAE SYSTEMS
65-24917-269,"UNIT, AUTOPILOT ACCESSORY",BAE SYSTEMS
251A4410-1,"SWITCH, COLUMN CUTOUT",BAE SYSTEMS
251A4430-4,"SWITCH, STAB. COLUMN ACTUATED",BAE SYSTEMS
251T2010-12,"CONTROL, ELEVATOR POSITION",BAE SYSTEMS
251T2010-5,"CONTROL, ELEVATOR POSITION",BAE SYSTEMS
253T1200-3,"CONTROL, STAND SPEED BRAKE MECHANISM ASSY",BAE SYSTEMS
253U5900-12,"MODULE, CONT/STAND ENG. START",BAE SYSTEMS
255-52,AMPLIFIER,ASTRONICS ADVANCED
257T1103-15,"MOODULE, L/G CONTROL LEVER",BAE SYSTEMS
257T1103-9,"MOODULE, L/G CONTROL LEVER",BAE SYSTEMS
4050-01-1,"UNIT, FUEL SUMMATION",ONTIC
65-52804-67,"UNIT, AUDIO ACCESSORY",BAE SYSTEMS
65-52804-69 MOD A,"UNIT, AUDIO ACCESSORY",BAE SYSTEMS
65-52805-303,"UNIT, FLIGHT INSTRUMENT",BAE SYSTEMS
65-52805-315,"UNIT, FLIGHT INSTRUMENT",BAE SYSTEMS
65-52805-361,"UNIT, FLIGHT INSTRUMENT",BAE SYSTEMS
65-52806-346,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-369,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52806-384,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52806-459,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52807-33,"UNIT, FLAP/SLAT POSITION",BAE SYSTEMS
65-52807-69,"UNIT, FLAP/SLAT POSITION",BAE SYSTEMS
65-52808-3 MOD C,"UNIT, COMPARTMENT OVERHEAT",BAE SYSTEMS
65-52808-7 MOD B,"UNIT, COMPARTMENT OVERHEAT",BAE SYSTEMS
65-52810-37,"UNIT, A/C ACCESSORY ASSY",BAE SYSTEMS
233N6203-1198,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1348,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1350,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-138,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-1407,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-166,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-167,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-178,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-188,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-24,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-35,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6203-70,"PANEL, APU/CARGO FIRE CONTROL",BAE SYSTEMS
233N6204-13,"PANEL, FIRE/OVERHEAT ASSY",BAE SYSTEMS
233N6205-18,"PANEL, ENG/FIRE CONTROL",BAE SYSTEMS
233N7508-14,"PANEL, RECORDER/SERV. INTERPHONE",BAE SYSTEMS
233N7508-20,"PANEL, RECORDER/SERV. INTERPHONE",BAE SYSTEMS
233T3100-136,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
233T3100-136,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
233T3100-145,"PANEL, INSTRUMENT MODULE",BAE SYSTEMS
69-37335-2133,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-2139,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-318,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-327,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-356,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-361,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-71,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37339-21,"MODULE, STALL WARNING",BAE SYSTEMS
